-0.166X129-0.165X130-0.164X128-0.16X127-0.155X131...,0.159X37+0.159X36+0.153X67+0.152X68-0.15X53...,-0.142X43+0.142X59-0.141X42+0.141X60+0.139X58...,'-0.162X91-0.162X92+0.16 X76+0.159X77-0.157X121...',-0.233X16-0.232X17-0.231X15-0.229X14-0.227X18...,-0.162X140-0.162X139-0.161X138-0.16X141-0.159X48...,-0.151X152-0.148X151-0.147X153-0.14X150-0.139X24...,0.156X168+0.156X167+0.153X169+0.153X166+0.149X165...,-0.18X5-0.172X4-0.172X6-0.153X7-0.152X3...,-0.15X153-0.145X154-0.144X152-0.137X95-0.135X96...,-0.158X99-0.156X98-0.155X100-0.151X101-0.147X102...,-0.132X134-0.13X135+0.128X117-0.126X133-0.126X28...,-0.173X167-0.168X168+0.165X70+0.164X69-0.164X166...,0.194X175+0.193X174+0.182X3+0.181X4+0.179X176...,0.188X174+0.184X175+0.172X173+0.167X161+0.167X160...,'0.141X137+0.14 X103+0.137X138+0.133X102-0.131X41...',0.202X163+0.195X164+0.174X162-0.166X102+0.164X165...,-0.182X43-0.175X44+0.174X51+0.169X50-0.156X42...,0.192X24+0.187X25+0.162X23-0.161X131-0.158X130...,0.244X32+0.237X33+0.213X31+0.209X47+0.198X46...,0.174X28-0.172X107-0.171X108+0.163X27+0.163X42...,'-0.185X89+0.18 X96-0.178X90+0.176X97-0.162X153...',0.239X60-0.216X66+0.214X61+0.213X59-0.204X67...,-0.201X2-0.192X1-0.19X3-0.181X158-0.169X157...,-0.165X80-0.16X79+0.152X74+0.149X10+0.147X73...,'0.193X147+0.19 X146-0.176X139-0.166X138-0.162X140...',0.196X63+0.186X62+0.168X78-0.165X70+0.164X64...,0.193X151+0.188X152+0.158X129+0.157X150-0.154X102...,-0.223X125-0.208X124+0.204X119+0.204X118-0.191X126...,-0.153X83-0.152X22-0.146X82-0.14X23-0.14X167...,-0.2X88-0.197X87+0.192X135+0.183X82+0.181X134...,0.194X121-0.186X92-0.186X91-0.183X115-0.183X114...,-0.195X27-0.174X28-0.174X26-0.172X48-0.171X177...,0.252X1+0.228X2-0.198X7-0.186X8+0.157X3...,-0.216X58-0.196X57+0.194X52+0.187X64+0.182X63...,-0.203X178-0.184X96-0.18X97-0.162X177+0.159X172...,0.223X1+0.207X178-0.187X6+0.167X11-0.159X5...,0.167X178-0.153X144-0.146X145+0.145X139+0.134X140...,-0.168X151+0.164X146-0.151X132-0.149X141+0.147X24...,y
0.54024,0.405406,0.042992,0.384229,0.889785,0.503208,0.573012,-0.257694,-0.077306,0.529833,0.434149,-0.747337,-0.708767,0.074934,-0.249222,0.133844,0.38009,0.652788,0.20704,0.021873,0.093762,0.755892,-0.200574,-0.186136,-0.303049,-0.419391,0.507122,0.919634,-0.491289,0.333669,-0.590735,-0.566787,-0.26013,0.474898,0.573967,0.449577,-0.166906,-0.168418,0.338996,5
9.447,-1.762758,9.051023,-2.891625,-5.762117,-10.922383,-1.595475,-0.450274,0.000786,-3.388164,0.020931,8.774908,-3.862868,4.217079,-1.584183,0.51491,0.209374,0.840754,1.17737,3.745155,-2.670586,4.474722,-2.338458,-0.393999,-0.460545,-2.557303,0.416526,1.818144,4.273476,-1.368125,-0.694982,-4.433095,2.005798,1.598142,2.602574,-0.568696,1.076303,-0.009851,-2.836032,1
0.858821,-1.753165,-0.904269,0.309984,0.945907,1.066883,2.12746,-3.187128,0.811807,1.934563,2.403452,-0.489451,2.002261,0.390509,-0.605032,4.092758,0.405871,0.390388,-0.88223,-1.294965,-1.292733,0.761987,0.235413,0.195604,0.177131,-0.039734,-0.249155,-0.822622,-0.127392,-0.9315,-0.222859,0.963773,-0.206098,0.305181,0.092484,0.05438,-0.225211,-0.289126,-0.308666,3
-0.043387,-0.511864,0.419897,0.254862,0.192269,0.878749,-0.00508,-0.003591,0.3206,-0.357864,1.422811,-0.330121,-0.57714,-0.803214,-0.127907,-0.563374,0.957714,-1.011568,-0.214147,-1.495194,-1.088428,-0.342784,-0.099465,0.891749,-0.030516,0.170998,-0.676213,-2.111797,-0.266084,1.093636,-0.832594,-2.047808,1.398985,1.658087,-0.675722,-0.923804,0.429652,-0.376164,-0.553086,4
0.010444,-0.84579,-0.986753,-0.053893,0.298698,0.404631,1.818405,-0.084203,0.804227,0.527568,0.786777,-0.186825,-0.738345,0.78803,0.112172,0.680686,-0.347783,0.194629,-0.173032,-0.071267,0.061753,-0.086364,0.413466,0.470435,0.332855,0.143294,0.202949,-0.077717,0.154341,0.161328,0.103185,-0.257662,0.156927,0.265833,-0.285949,-0.047047,-0.049797,0.027977,0.075241,2
0.034814,0.078223,1.015826,0.507262,1.792404,-1.538452,0.229713,-0.199728,0.971576,-0.990604,0.186319,0.813003,0.738929,-1.999553,0.417446,-1.108324,-0.174554,-0.224629,-0.025453,-0.236531,0.485251,-0.782937,-0.487536,-0.412778,0.289745,-0.059032,0.677561,0.41207,0.900296,0.31508,0.340071,0.041739,0.005969,-0.145659,0.323753,-0.158072,-0.04271,0.154974,-0.035426,3
0.216806,0.324807,-0.405901,-0.958466,-2.244013,0.633949,-1.002213,1.670269,-0.372439,-1.077893,-0.55575,-0.156324,-0.040899,0.088014,0.217146,0.488513,-0.070012,-0.119354,-0.608946,-0.536377,-0.58664,-0.108456,0.111199,-0.232786,0.437832,0.13063,-0.020109,0.206029,-0.242139,-0.275197,0.256335,0.022054,-0.102994,0.027263,-0.079553,-0.034641,0.047887,0.007776,-0.01916,2
1.336806,-1.204645,1.005183,-0.743198,0.344508,-0.504282,-0.160851,0.66605,-0.085752,-0.166224,0.309854,-0.492535,0.149789,-0.068676,0.156582,0.774376,0.329763,0.286324,-0.217665,-0.541534,-0.50706,-0.212915,-0.190507,-0.054929,0.286718,0.134961,-0.162911,0.801119,0.035741,-0.162167,0.051891,-0.379452,0.09704,-0.291914,-0.094734,0.171399,0.18744,-0.119948,-0.142354,3
0.276522,0.00938,0.389682,-0.376916,-0.813473,0.354936,-0.322671,0.79286,0.852459,-0.62628,0.451023,-0.280133,0.134966,0.414677,-0.590147,-0.085987,0.024226,-0.336361,-0.703231,-0.740057,-0.227453,0.668275,-0.581582,-0.313586,0.308735,-0.35416,0.665374,0.484326,-0.202425,0.367149,-0.220946,0.177542,0.345114,-0.097077,-0.53524,-0.896998,-0.263638,0.135237,-0.599689,4
3.288203,0.779552,1.412027,0.173392,-2.029561,3.870052,1.442947,-0.752723,-1.039153,-0.038759,0.625199,-1.036118,-1.140842,0.111821,0.385538,-0.471128,-0.06746,0.481306,0.214646,0.046462,-0.158427,-0.162415,-0.331346,0.132968,-0.185491,-0.808491,0.70021,-0.842623,0.299186,0.100554,0.018023,-0.124053,0.439919,-0.388281,-0.093142,-0.339175,-0.144242,0.150973,-0.370465,2
-7.360461,27.405148,17.718756,12.682985,6.226418,5.670315,1.685451,7.872445,-3.000775,-1.08157,1.206731,-5.286005,0.80425,7.293389,-3.457433,-2.24698,1.563012,-11.691377,1.054976,-11.236948,-0.789853,-4.417583,-1.935742,0.915817,7.194745,-1.6774,6.251562,-4.638469,-1.424211,-0.067483,-4.31581,-5.850094,0.302608,0.424146,-3.162162,0.178251,0.260828,-0.481498,-0.511553,1
0.465601,-0.65362,-0.285309,-0.214034,0.214883,-0.053899,-0.574312,-1.340438,-0.640373,0.756337,-0.547783,-0.54553,-0.350587,0.70001,0.338276,0.194917,0.717659,-0.206399,0.608624,-0.113943,-0.178871,-0.699457,-0.293288,-0.175744,0.283136,-0.184817,-0.118031,0.497414,0.556933,0.724569,-0.110776,-0.014103,-0.144099,0.125693,0.394274,0.369365,-0.126012,0.029401,0.043872,2
-3.631909,0.94218,-2.089436,0.679115,-1.29368,2.272477,1.40398,-5.828919,-3.687161,0.448039,3.590847,-0.308323,-0.280643,-5.385607,-2.188098,0.260836,-0.344053,-2.064441,-0.985349,1.045556,-0.228344,1.68346,-0.159826,1.590465,0.719297,-0.426813,-0.889509,1.351321,-1.859179,1.033423,-0.028493,-0.20466,0.768573,-0.885306,0.186415,0.114937,-1.265134,-0.630231,0.208477,1
-1.570429,-3.996804,-4.464492,-2.365809,-0.139999,-1.515265,0.670614,2.802944,-4.258575,1.664248,0.817146,0.904422,-0.402437,-2.021738,1.119328,-4.180921,-1.518752,1.585967,0.180236,0.842325,-0.191976,-1.163555,-0.664645,-0.249734,-0.122603,2.478986,1.657471,0.200622,-1.203556,0.999641,1.108148,0.240116,0.529639,0.150237,0.753771,-0.001483,-0.233951,0.137804,-0.487914,1
-1.97518,7.766431,7.679878,7.318811,1.98424,-4.330998,-1.716222,4.024951,4.84937,-4.041809,-3.324817,-1.068161,-5.89611,-1.007159,4.136996,2.427142,-6.951937,9.16142,-5.715487,8.538664,-1.961678,3.060518,0.77324,-8.059512,3.411919,-7.180621,1.351651,1.840056,0.484075,14.044862,5.542614,1.090753,3.644867,8.73156,-9.026453,3.31825,5.904349,2.912255,-0.660667,1
0.333252,0.214163,-0.086967,-0.239244,-1.244548,-0.59287,-0.368885,1.655436,0.011585,-0.949578,-1.483739,0.182336,-0.07742,-0.069113,0.32959,0.400595,0.17117,-0.144722,-0.220685,-0.518336,-0.092333,-0.168801,0.169858,-0.118473,0.201012,0.255127,0.047331,-0.124441,0.013434,-0.067488,0.096634,0.125339,-0.082044,-0.292373,0.118154,-0.025294,0.097627,0.071679,-0.041234,3
-0.019788,0.152454,-0.058459,0.275709,2.261883,0.512034,0.966783,-1.964055,0.295827,1.177678,0.773856,0.457538,-0.48315,0.312938,-0.485378,1.197691,0.335707,0.497756,0.13044,-0.1885,-0.325751,0.086375,0.090071,0.388369,-0.090874,-0.105592,-0.554877,0.06039,0.04561,0.085322,0.234778,0.080775,-0.162039,-0.000739,0.10127,-0.018921,-0.056632,-0.164586,0.037114,5
0.953931,-6.181054,2.490933,12.019222,1.215222,0.085439,0.460222,1.061389,0.679533,5.257771,0.625509,-0.092228,-1.548506,-5.530602,-3.273132,-1.153643,2.591535,-1.960001,0.898363,-2.288835,2.400193,2.143653,-0.577519,0.606586,0.13024,-4.874259,-2.290807,2.391548,0.283577,-1.336209,0.245243,-0.915522,-2.004488,-0.790423,0.132765,-0.412943,-2.097898,1.356701,-1.144594,1
0.542186,-0.005822,-1.240277,-1.131438,-0.131181,0.853989,3.057626,-0.461946,-1.211317,-1.029585,-1.141662,-0.354834,-0.239169,-0.72505,0.354511,1.761746,0.140059,0.55209,0.178552,-1.122846,-0.780511,-0.529609,0.546363,0.062342,-0.118408,-0.029575,-0.474518,0.359654,-0.868121,0.223206,-0.354496,0.719064,-0.237602,-0.013092,-0.279791,-0.15612,-0.432032,0.667892,0.080225,2
-0.22856,-0.295363,0.724176,0.070447,-0.294479,-0.270616,-0.798915,-1.054174,-0.507591,-0.296537,1.238764,-0.77957,-1.279507,1.192567,0.369401,-0.559851,0.020879,-0.282826,0.367009,0.172793,0.18254,-0.18696,0.227181,-0.055523,-0.035576,0.042381,-0.041687,0.387465,0.112417,-0.309811,-0.001684,-0.297534,-0.191713,0.292247,0.203584,0.054595,-0.113148,-0.015018,0.27128,2
-1.586389,-0.664,2.301199,-1.03077,-0.894458,1.607818,-5.350751,-1.273328,1.423373,-0.398021,5.533171,-1.104638,-3.361617,1.497786,0.576813,5.697708,1.979068,-2.165164,-2.889739,-2.351179,-0.960444,0.550435,1.108918,-4.693328,0.73992,1.033659,2.486392,-2.468734,0.317372,-0.400111,1.030092,-0.190877,-2.156453,-1.000538,0.182216,0.084268,0.57185,-0.047396,1.58187,1
0.65633,-0.189553,-0.792242,-0.025176,1.63098,0.342548,0.255826,-2.516836,-0.039547,1.007362,0.737763,0.324208,-0.696949,0.234812,0.287813,-1.084291,-0.178499,0.012534,0.035921,0.226774,0.156973,-0.083713,-0.101607,0.005883,-0.223929,0.077438,0.185227,0.43453,-0.194495,-0.112128,0.274324,-0.009602,-0.146875,0.032675,0.129065,0.114556,-0.067782,-0.09519,0.087386,2
0.520431,-0.079686,-0.316506,0.091871,-0.329251,-0.171682,0.510121,0.858229,0.234197,-0.479412,-0.726279,-0.526603,0.199188,-0.866271,0.134648,0.883005,0.293832,1.141136,-0.519063,0.199916,-0.041726,0.754425,0.170659,0.814436,0.279829,0.166495,-0.171759,0.96692,0.203986,-0.075701,-0.163806,0.437936,-0.915722,0.044788,0.011458,0.138137,-0.171971,0.10985,0.758934,4
-0.639286,-0.050769,-0.160562,0.095412,-0.717559,1.426783,0.273811,-0.34328,0.541542,0.584857,0.467186,-0.597432,0.455908,-1.477189,0.056047,-0.059278,0.468928,1.28996,0.155746,-0.297922,0.968736,-0.972978,0.351255,-0.319708,-0.043973,0.107582,-0.39249,-0.038945,0.458843,0.083659,0.029734,0.153524,-0.400663,-0.272562,-0.223104,0.16307,-0.457654,-0.39507,-0.149076,5
0.427096,0.243267,-0.473548,0.339628,0.385184,-1.14123,-0.783138,0.95954,0.555122,-1.148367,0.618601,0.846692,0.320856,0.30989,0.16287,1.150965,0.29734,0.213679,-0.349146,-0.761562,-0.086598,0.192459,0.195722,0.337805,-0.262531,-0.134963,0.034111,-0.02341,0.134112,-0.073163,0.225285,0.175191,0.143161,-0.099266,-0.117416,0.103118,0.290026,0.031475,-0.010155,5
-0.317543,0.094285,1.048683,-1.082065,0.817622,-4.402816,-2.057074,3.480828,-2.009582,2.332004,-1.609411,-2.573095,1.049504,-0.713357,0.732091,2.492627,2.143774,-0.043697,-0.775442,-0.363062,-1.236913,-0.385823,-0.647227,-0.55678,1.32664,0.594195,-1.361586,1.269806,0.360646,-0.000603,-0.905653,-0.237695,-0.441577,0.251404,-0.073554,-0.16696,0.26429,-0.399003,0.559427,3
1.17721,-0.059615,-0.57203,-0.259028,-1.241161,0.561249,-0.441844,1.459394,-0.507416,0.081358,-0.736427,-0.660607,-0.356916,0.402717,-0.248436,0.307011,0.342197,0.924534,-0.416752,0.028643,-0.726363,-0.720935,0.257018,-0.339108,-0.170445,-0.15502,-0.05055,-0.352957,-0.566242,0.69576,-0.488141,-0.029989,-0.101061,0.244386,0.295726,0.193659,-0.389054,-0.295816,-0.190009,4
-0.242517,0.005966,0.706521,0.077957,0.80456,0.109809,-0.837203,0.213057,0.833022,0.197128,-2.528705,0.383348,-0.667087,-0.669524,0.159472,-0.46087,-0.438643,-0.080155,-0.12832,0.027636,0.120618,0.258594,0.192188,0.548601,0.050336,0.227567,0.200167,-0.275813,-0.001657,0.020581,0.044447,0.142324,-0.088836,-0.089672,-0.040796,0.017098,-0.338648,-0.008737,0.008076,3
-0.333823,0.409577,0.494195,0.525896,-1.295259,-0.086524,-0.230548,0.483926,0.464348,-0.995798,0.292361,0.788333,-0.002242,-0.372333,-0.906041,1.358123,0.22572,-0.962169,0.556367,-0.513464,-1.163107,0.437664,0.02661,0.162713,-0.121367,-0.533371,0.363453,-0.146836,-0.219528,0.004918,0.109165,0.154688,-0.712979,-0.236483,0.373574,0.289525,-0.061888,-0.029071,-0.366585,5
-1.001354,0.094113,0.651397,-0.00378,0.008167,-0.971457,0.583566,-0.070187,-0.32692,-1.842829,0.756164,-0.031947,1.071236,-1.004921,-0.094176,-1.616804,-0.883821,-0.275325,0.183053,0.062957,0.094219,-0.235225,-0.14191,-0.332826,-0.146083,0.602689,0.195441,0.524036,-0.003219,-0.418157,0.145656,-0.240156,0.211859,0.179722,0.195258,0.135767,0.217462,-0.193169,0.07566,3
0.549001,0.0173,-0.055329,-0.070833,-0.249924,0.101325,0.054629,0.120361,0.107726,-1.083428,-0.353899,0.064659,0.841609,0.342583,0.29703,1.43835,0.73613,-0.250433,0.482859,-0.91957,0.066564,-0.067814,0.041467,0.554849,0.389086,0.807759,0.365588,-0.756945,-0.327733,0.24251,-0.050452,0.048935,-0.69624,-0.970674,0.145617,-0.273652,-0.312542,0.387115,-0.044847,5
0.1809,0.014816,-0.018569,-0.433667,-0.797796,-0.771575,-0.678922,0.909177,-0.697633,-0.578383,-0.023047,0.336971,-0.550616,0.851017,0.49362,0.46129,0.081122,0.054074,-0.259558,-0.168159,-0.252066,-0.310467,0.200933,-0.263231,-0.124949,0.017785,0.164758,0.040309,-0.314974,-0.257573,0.292782,0.274476,-0.400754,0.226484,0.148916,0.019292,0.356082,0.005304,0.020218,2
3.105434,-2.759973,-7.369586,-2.818691,2.776728,0.568256,-1.905032,1.749966,6.031933,-2.644166,4.41311,2.646562,1.815725,-5.581838,4.113081,10.342384,1.058404,-5.635929,-6.639895,18.052163,0.892433,-1.42218,-9.064137,0.968171,5.905118,-6.368108,-5.419729,-7.357017,1.202189,-3.00569,-8.666619,-0.642563,-5.263591,12.925494,0.640255,15.094786,-3.074443,-9.333491,-5.008925,1
0.963734,-0.411516,-0.166315,0.434349,0.912179,0.247132,-0.026514,-0.731723,-0.538974,0.504431,-0.264528,-1.734128,-0.784454,1.449658,1.323072,0.144471,-0.390202,0.875408,-0.933816,0.208788,-1.52362,1.103817,-1.863169,-3.078954,-1.034867,-1.282411,0.474156,-0.172017,-1.297192,0.001092,-1.196333,-0.979113,1.356307,-1.454788,-0.43121,-0.498981,-1.099223,-0.245328,0.986755,4
-0.008909,-0.146308,0.042216,0.481131,0.578784,-0.531643,0.613814,-1.420711,-0.345567,0.057259,0.087292,0.688258,-1.008162,-0.055772,0.123279,-0.427275,-0.108676,-0.249867,0.226663,-0.006686,0.283077,-0.063696,0.125652,0.287248,0.119199,0.246567,-0.07709,0.091266,0.08319,-0.154419,0.156742,0.099067,-0.35012,0.040303,-0.007084,0.020816,0.082,0.146701,-0.03503,3
1.399013,-0.216107,0.950616,-0.00147,-1.258202,-0.512453,-1.005639,2.512088,1.133349,-1.270094,-1.244821,0.249438,0.715924,-0.527388,0.164604,1.367636,0.00561,-0.329968,-1.054977,-0.771578,-0.349738,-0.935114,-0.436068,-0.953508,0.565747,-0.401722,1.224055,0.118998,0.70398,0.014636,1.476612,-0.02264,1.305093,0.836733,-0.304162,-0.294623,0.046843,0.320773,-0.283074,2
-0.114284,0.763202,-0.207513,-0.422585,-0.22575,0.277747,-0.105964,0.915691,-0.433531,-0.133579,-0.926798,0.069062,-0.325216,0.538205,0.408475,0.105556,1.781419,-1.268058,0.254212,-1.686682,-0.012393,-0.076067,0.35228,0.315919,0.122878,0.577018,-1.029246,-0.656245,-0.02631,0.872701,-0.973591,-0.693154,-0.300777,-0.128612,0.055548,-0.117806,0.211619,-0.716606,-0.20073,4
0.127293,0.199081,-0.139941,-0.767416,0.182218,-0.287417,-0.128478,-0.320541,0.461697,-0.033429,-0.637313,0.126293,0.470316,-0.569066,-0.278323,0.649997,0.3906,0.164819,-0.047485,-0.239307,-0.169841,0.255166,0.14204,0.17036,-0.059953,-0.361248,0.017535,-0.17698,0.191158,0.216459,-0.164595,-0.005207,-0.071689,0.02852,-0.043327,-0.153341,-0.015381,0.156922,0.053995,2
0.261955,0.714853,0.013993,0.212609,0.555112,0.772927,0.36921,0.533838,-0.558777,0.48067,-1.123804,-0.408848,0.352536,-0.346641,-0.966367,-0.514406,-1.128982,-0.611678,-0.252366,0.533815,-0.99189,0.245825,-0.566858,-1.077269,0.147006,-0.056728,0.440555,0.574658,-0.149175,-0.358821,0.33179,0.731733,-0.52753,-0.39312,0.132748,-0.082087,0.083626,0.14662,-0.049187,5
-0.386947,-0.786214,-1.114215,0.194124,-1.65461,-0.380297,-0.242592,-0.530543,1.703259,-0.138175,1.657502,-1.241568,-0.264813,-0.080472,-0.401588,0.417725,0.457731,0.633907,0.437087,0.46429,0.515312,-0.203581,-0.208343,0.37974,-0.096225,0.200782,-0.812835,0.728578,0.195882,-0.036826,0.185851,0.346329,0.213006,1.13448,-0.091526,0.475141,-0.022099,0.155263,0.335782,3
0.211553,-0.435321,0.028211,0.408524,0.05361,0.680467,0.805061,-0.491141,0.558075,-0.536832,0.87423,0.272793,0.205694,-0.054735,-0.616873,-0.722213,-0.799688,-0.128999,0.067293,0.048916,-0.22982,0.166027,0.475594,-0.005574,-0.261915,0.131309,0.27442,0.187862,0.009631,-0.536121,-0.090133,-0.070339,-0.114366,0.173914,-0.167829,-0.293913,0.304195,0.157779,0.575469,5
-0.323391,-0.717482,0.668986,-0.334951,1.826904,-2.6392,-0.731407,0.881146,-1.696126,3.194921,-1.942657,-1.771392,0.612036,-0.648955,0.552628,1.328978,1.271372,0.007622,-0.90429,-0.323234,-0.641102,-0.290538,-0.782159,-0.213038,0.907136,0.02393,-0.886618,0.675814,-0.165524,-0.769556,-0.612112,0.549984,-1.032332,-0.231697,0.834101,0.470551,-0.143279,-0.284573,-0.183173,3
4.573261,4.843794,-5.461095,2.619992,-7.174925,1.894251,-8.845035,9.390609,-7.637786,5.658664,-3.959631,8.104923,-14.692304,3.222792,2.148617,-4.769258,-2.631022,10.031506,-5.894782,-0.959061,8.30647,-3.307144,2.517008,-6.891092,4.648383,5.357713,9.436862,2.047731,3.49831,-0.477401,-1.012973,4.062419,-8.980105,-7.179144,-0.623123,2.812137,-2.012659,3.119392,-0.671426,1
